zip,type,primary_city,state,county,timezone
72199,UNIQUE,North Little Rock,AR,Pulaski County,America/Chicago
74523,STANDARD,Antlers,OK,Pushmataha County,America/Chicago
74536,STANDARD,Clayton,OK,Pushmataha County,America/Chicago
74543,STANDARD,Finley,OK,Pushmataha County,America/Chicago
74549,STANDARD,Kiamichi Christian Mission,OK,Pushmataha County,America/Chicago
74557,STANDARD,Moyers,OK,Pushmataha County,America/Chicago
74558,STANDARD,Nashoba,OK,Pushmataha County,America/Chicago
74562,STANDARD,Rattan,OK,Pushmataha County,America/Chicago
74567,STANDARD,Snow,OK,Pushmataha County,America/Chicago
74574,STANDARD,Tuskahoma,OK,Pushmataha County,America/Chicago
10509,STANDARD,Brewster,NY,Putnam County,America/New_York
10512,STANDARD,Carmel,NY,Putnam County,America/New_York
10516,STANDARD,Cold Spring,NY,Putnam County,America/New_York
10524,STANDARD,Garrison,NY,Putnam County,America/New_York
10537,STANDARD,Lake Peekskill,NY,Putnam County,America/New_York
10541,STANDARD,Mahopac,NY,Putnam County,America/New_York
10579,STANDARD,Putnam Valley,NY,Putnam County,America/New_York
12563,STANDARD,Patterson,NY,Putnam County,America/New_York
25033,STANDARD,Buffalo,WV,Putnam County,America/New_York
25082,STANDARD,Fraziers Bottom,WV,Putnam County,America/New_York
25124,STANDARD,Liberty,WV,Putnam County,America/New_York
25159,STANDARD,Poca,WV,Putnam County,America/New_York
25168,STANDARD,Red House,WV,Putnam County,America/New_York
25213,STANDARD,Winfield,WV,Putnam County,America/New_York
25526,STANDARD,Hurricane,WV,Putnam County,America/New_York
25560,STANDARD,Scott Depot,WV,Putnam County,America/New_York
31024,STANDARD,Eatonton,GA,Putnam County,America/New_York
32112,STANDARD,Crescent City,FL,Putnam County,America/New_York
32131,STANDARD,East Palatka,FL,Putnam County,America/New_York
32139,STANDARD,Georgetown,FL,Putnam County,America/New_York
32140,STANDARD,Florahome,FL,Putnam County,America/New_York
32148,STANDARD,Interlachen,FL,Putnam County,America/New_York
32177,STANDARD,Palatka,FL,Putnam County,America/New_York
32181,STANDARD,Pomona Park,FL,Putnam County,America/New_York
32187,STANDARD,San Mateo,FL,Putnam County,America/New_York
32189,STANDARD,Satsuma,FL,Putnam County,America/New_York
32193,STANDARD,Welaka,FL,Putnam County,America/New_York
32640,STANDARD,Hawthorne,FL,Putnam County,America/New_York
32666,STANDARD,Melrose,FL,Putnam County,America/New_York
38501,STANDARD,Cookeville,TN,Putnam County,America/Chicago
38506,STANDARD,Cookeville,TN,Putnam County,America/Chicago
38544,STANDARD,Baxter,TN,Putnam County,America/Chicago
38548,STANDARD,Buffalo Valley,TN,Putnam County,America/Chicago
38574,STANDARD,Monterey,TN,Putnam County,America/Chicago
38582,STANDARD,Silver Point,TN,Putnam County,America/Chicago
45827,STANDARD,Cloverdale,OH,Putnam County,America/New_York
45830,STANDARD,Columbus Grove,OH,Putnam County,America/New_York
45831,STANDARD,Continental,OH,Putnam County,America/New_York
45844,STANDARD,Fort Jennings,OH,Putnam County,America/New_York
45856,STANDARD,Leipsic,OH,Putnam County,America/New_York
45875,STANDARD,Ottawa,OH,Putnam County,America/New_York
45877,STANDARD,Pandora,OH,Putnam County,America/New_York
46105,STANDARD,Bainbridge,IN,Putnam County,America/Indiana/Indianapolis
46120,STANDARD,Cloverdale,IN,Putnam County,America/Indiana/Indianapolis
46121,STANDARD,Coatesville,IN,Putnam County,America/Indiana/Indianapolis
46128,STANDARD,Fillmore,IN,Putnam County,America/Indiana/Indianapolis
46135,STANDARD,Greencastle,IN,Putnam County,America/Indiana/Indianapolis
46171,STANDARD,Reelsville,IN,Putnam County,America/Indiana/Indianapolis
46172,STANDARD,Roachdale,IN,Putnam County,America/Indiana/Indianapolis
46175,STANDARD,Russellville,IN,Putnam County,America/Indiana/Indianapolis
61326,STANDARD,Granville,IL,Putnam County,America/Chicago
61327,STANDARD,Hennepin,IL,Putnam County,America/Chicago
61335,STANDARD,Mc Nabb,IL,Putnam County,America/Chicago
61336,STANDARD,Magnolia,IL,Putnam County,America/Chicago
61560,STANDARD,Putnam,IL,Putnam County,America/Chicago
63551,STANDARD,Livonia,MO,Putnam County,America/Chicago
63565,STANDARD,Unionville,MO,Putnam County,America/Chicago
63567,STANDARD,Worthington,MO,Putnam County,America/Chicago
64655,STANDARD,Lucerne,MO,Putnam County,America/Chicago
64672,STANDARD,Powersville,MO,Putnam County,America/Chicago
31026,UNIQUE,Eatonton,GA,Putnam County,America/New_York
38505,UNIQUE,Cookeville,TN,Putnam County,America/Chicago
88121,STANDARD,House,NM,Quay County,America/Denver
88401,STANDARD,Tucumcari,NM,Quay County,America/Denver
88411,STANDARD,Bard,NM,Quay County,America/Denver
88426,STANDARD,Logan,NM,Quay County,America/Denver
88427,STANDARD,Mcalister,NM,Quay County,America/Denver
88430,STANDARD,Nara Visa,NM,Quay County,America/Denver
88433,STANDARD,Quay,NM,Quay County,America/Denver
88434,STANDARD,San Jon,NM,Quay County,America/Denver
00678,STANDARD,Quebradillas,PR,Quebradillas Municipio,America/Puerto_Rico
21607,STANDARD,Barclay,MD,'Queen Anne''s County',America/New_York
21617,STANDARD,Centreville,MD,'Queen Anne''s County',America/New_York
21619,STANDARD,Chester,MD,'Queen Anne''s County',America/New_York
21623,STANDARD,Church Hill,MD,'Queen Anne''s County',America/New_York
21638,STANDARD,Grasonville,MD,'Queen Anne''s County',America/New_York
21644,STANDARD,Ingleside,MD,'Queen Anne''s County',America/New_York
21657,STANDARD,Queen Anne,MD,'Queen Anne''s County',America/New_York
21658,STANDARD,Queenstown,MD,'Queen Anne''s County',America/New_York
21666,STANDARD,Stevensville,MD,'Queen Anne''s County',America/New_York
21668,STANDARD,Sudlersville,MD,'Queen Anne''s County',America/New_York
11004,STANDARD,Glen Oaks,NY,Queens County,America/New_York
11005,STANDARD,Floral Park,NY,Queens County,America/New_York
11101,STANDARD,Long Island City,NY,Queens County,America/New_York
11102,STANDARD,Astoria,NY,Queens County,America/New_York
11103,STANDARD,Astoria,NY,Queens County,America/New_York
11104,STANDARD,Sunnyside,NY,Queens County,America/New_York
11105,STANDARD,Astoria,NY,Queens County,America/New_York
11106,STANDARD,Astoria,NY,Queens County,America/New_York
11109,STANDARD,Long Island City,NY,Queens County,America/New_York
11351,STANDARD,Flushing,NY,Queens County,America/New_York
11354,STANDARD,Flushing,NY,Queens County,America/New_York
11355,STANDARD,Flushing,NY,Queens County,America/New_York
11356,STANDARD,College Point,NY,Queens County,America/New_York
11357,STANDARD,Whitestone,NY,Queens County,America/New_York
11358,STANDARD,Flushing,NY,Queens County,America/New_York
11359,STANDARD,Bayside,NY,Queens County,America/New_York
11360,STANDARD,Bayside,NY,Queens County,America/New_York
11361,STANDARD,Bayside,NY,Queens County,America/New_York
11362,STANDARD,Little Neck,NY,Queens County,America/New_York
11363,STANDARD,Little Neck,NY,Queens County,America/New_York
11364,STANDARD,Oakland Gardens,NY,Queens County,America/New_York
11365,STANDARD,Fresh Meadows,NY,Queens County,America/New_York
11366,STANDARD,Fresh Meadows,NY,Queens County,America/New_York
11367,STANDARD,Flushing,NY,Queens County,America/New_York
11368,STANDARD,Corona,NY,Queens County,America/New_York
11369,STANDARD,East Elmhurst,NY,Queens County,America/New_York
11370,STANDARD,East Elmhurst,NY,Queens County,America/New_York
11371,STANDARD,Flushing,NY,Queens County,America/New_York
11372,STANDARD,Jackson Heights,NY,Queens County,America/New_York
11373,STANDARD,Elmhurst,NY,Queens County,America/New_York
11374,STANDARD,Rego Park,NY,Queens County,America/New_York
11375,STANDARD,Forest Hills,NY,Queens County,America/New_York
11377,STANDARD,Woodside,NY,Queens County,America/New_York
11378,STANDARD,Maspeth,NY,Queens County,America/New_York
11379,STANDARD,Middle Village,NY,Queens County,America/New_York
11385,STANDARD,Ridgewood,NY,Queens County,America/New_York
11411,STANDARD,Cambria Heights,NY,Queens County,America/New_York
11412,STANDARD,Saint Albans,NY,Queens County,America/New_York
11413,STANDARD,Springfield Gardens,NY,Queens County,America/New_York
11414,STANDARD,Howard Beach,NY,Queens County,America/New_York
11415,STANDARD,Kew Gardens,NY,Queens County,America/New_York
11416,STANDARD,Ozone Park,NY,Queens County,America/New_York
11417,STANDARD,Ozone Park,NY,Queens County,America/New_York
11418,STANDARD,Richmond Hill,NY,Queens County,America/New_York
11419,STANDARD,South Richmond Hill,NY,Queens County,America/New_York
11420,STANDARD,South Ozone Park,NY,Queens County,America/New_York
11421,STANDARD,Woodhaven,NY,Queens County,America/New_York
11422,STANDARD,Rosedale,NY,Queens County,America/New_York
11423,STANDARD,Hollis,NY,Queens County,America/New_York
11426,STANDARD,Bellerose,NY,Queens County,America/New_York
11427,STANDARD,Queens Village,NY,Queens County,America/New_York
11428,STANDARD,Queens Village,NY,Queens County,America/New_York
11429,STANDARD,Queens Village,NY,Queens County,America/New_York
11430,STANDARD,Jamaica,NY,Queens County,America/New_York
11432,STANDARD,Jamaica,NY,Queens County,America/New_York
11433,STANDARD,Jamaica,NY,Queens County,America/New_York
11434,STANDARD,Jamaica,NY,Queens County,America/New_York
11435,STANDARD,Jamaica,NY,Queens County,America/New_York
11436,STANDARD,Jamaica,NY,Queens County,America/New_York
11691,STANDARD,Far Rockaway,NY,Queens County,America/New_York
11692,STANDARD,Arverne,NY,Queens County,America/New_York
11693,STANDARD,Far Rockaway,NY,Queens County,America/New_York
11694,STANDARD,Rockaway Park,NY,Queens County,America/New_York
11697,STANDARD,Breezy Point,NY,Queens County,America/New_York
11120,UNIQUE,Long Island City,NY,Queens County,America/New_York
11381,UNIQUE,Flushing,NY,Queens County,America/New_York
11390,UNIQUE,Flushing,NY,Queens County,America/New_York
11405,UNIQUE,Jamaica,NY,Queens County,America/New_York
11439,UNIQUE,Jamaica,NY,Queens County,America/New_York
11451,UNIQUE,Jamaica,NY,Queens County,America/New_York
11499,UNIQUE,Jamaica,NY,Queens County,America/New_York
38609,STANDARD,Belen,MS,Quitman County,America/Chicago
38628,STANDARD,Falcon,MS,Quitman County,America/Chicago
38643,STANDARD,Lambert,MS,Quitman County,America/Chicago
38646,STANDARD,Marks,MS,Quitman County,America/Chicago
38670,STANDARD,Sledge,MS,Quitman County,America/Chicago
38964,STANDARD,Vance,MS,Quitman County,America/Chicago
39854,STANDARD,Georgetown,GA,Quitman County,America/New_York
30525,STANDARD,Clayton,GA,Rabun County,America/New_York
30537,STANDARD,Dillard,GA,Rabun County,America/New_York
30552,STANDARD,Lakemont,GA,Rabun County,America/New_York
30568,STANDARD,Rabun Gap,GA,Rabun County,America/New_York
30576,STANDARD,Tiger,GA,Rabun County,America/New_York
53105,STANDARD,Burlington,WI,Racine County,America/Chicago
53108,STANDARD,Caledonia,WI,Racine County,America/Chicago
53126,STANDARD,Franksville,WI,Racine County,America/Chicago
53139,STANDARD,Kansasville,WI,Racine County,America/Chicago
53177,STANDARD,Sturtevant,WI,Racine County,America/Chicago
53182,STANDARD,Union Grove,WI,Racine County,America/Chicago
53185,STANDARD,Waterford,WI,Racine County,America/Chicago
53402,STANDARD,Racine,WI,Racine County,America/Chicago
53403,STANDARD,Racine,WI,Racine County,America/Chicago
53404,STANDARD,Racine,WI,Racine County,America/Chicago
53405,STANDARD,Racine,WI,Racine County,America/Chicago
53406,STANDARD,Racine,WI,Racine County,America/Chicago
53407,UNIQUE,Racine,WI,Racine County,America/Chicago
24141,STANDARD,Radford,VA,Radford city,America/New_York
75440,STANDARD,Emory,TX,Rains County,America/Chicago
75472,STANDARD,Point,TX,Rains County,America/Chicago
25007,STANDARD,Arnett,WV,Raleigh County,America/New_York
25008,STANDARD,Artie,WV,Raleigh County,America/New_York
25044,STANDARD,Clear Creek,WV,Raleigh County,America/New_York
25048,STANDARD,Colcord,WV,Raleigh County,America/New_York
25060,STANDARD,Dorothy,WV,Raleigh County,America/New_York
25062,STANDARD,Dry Creek,WV,Raleigh County,America/New_York
25140,STANDARD,Naoma,WV,Raleigh County,America/New_York
25174,STANDARD,Rock Creek,WV,Raleigh County,America/New_York
25180,STANDARD,Saxon,WV,Raleigh County,America/New_York
25801,STANDARD,Beckley,WV,Raleigh County,America/New_York
25813,STANDARD,Beaver,WV,Raleigh County,America/New_York
25817,STANDARD,Bolt,WV,Raleigh County,America/New_York
25823,STANDARD,Coal City,WV,Raleigh County,America/New_York
25825,STANDARD,Cool Ridge,WV,Raleigh County,America/New_York
25827,STANDARD,Crab Orchard,WV,Raleigh County,America/New_York
25832,STANDARD,Daniels,WV,Raleigh County,America/New_York
25839,STANDARD,Fairdale,WV,Raleigh County,America/New_York
25843,STANDARD,Ghent,WV,Raleigh County,America/New_York
25844,STANDARD,Glen Daniel,WV,Raleigh County,America/New_York
25857,STANDARD,Josephine,WV,Raleigh County,America/New_York
25865,STANDARD,Lester,WV,Raleigh County,America/New_York
25880,STANDARD,Mount Hope,WV,Raleigh County,America/New_York
25902,STANDARD,Odd,WV,Raleigh County,America/New_York
25908,STANDARD,Princewick,WV,Raleigh County,America/New_York
25915,STANDARD,Rhodell,WV,Raleigh County,America/New_York
25918,STANDARD,Shady Spring,WV,Raleigh County,America/New_York
25920,STANDARD,Slab Fork,WV,Raleigh County,America/New_York
25926,STANDARD,Beckley,WV,Raleigh County,America/New_York
25932,STANDARD,Surveyor,WV,Raleigh County,America/New_York
25989,STANDARD,White Oak,WV,Raleigh County,America/New_York
63436,STANDARD,Center,MO,Ralls County,America/Chicago
63459,STANDARD,New London,MO,Ralls County,America/Chicago
63462,STANDARD,Perry,MO,Ralls County,America/Chicago
55101,STANDARD,Saint Paul,MN,Ramsey County,America/Chicago
55102,STANDARD,Saint Paul,MN,Ramsey County,America/Chicago
55103,STANDARD,Saint Paul,MN,Ramsey County,America/Chicago
55104,STANDARD,Saint Paul,MN,Ramsey County,America/Chicago
55105,STANDARD,Saint Paul,MN,Ramsey County,America/Chicago
55106,STANDARD,Saint Paul,MN,Ramsey County,America/Chicago
55107,STANDARD,Saint Paul,MN,Ramsey County,America/Chicago
55108,STANDARD,Saint Paul,MN,Ramsey County,America/Chicago
55109,STANDARD,Saint Paul,MN,Ramsey County,America/Chicago
55110,STANDARD,Saint Paul,MN,Ramsey County,America/Chicago
55112,STANDARD,Saint Paul,MN,Ramsey County,America/Chicago
55113,STANDARD,Saint Paul,MN,Ramsey County,America/Chicago
55114,STANDARD,Saint Paul,MN,Ramsey County,America/Chicago
55116,STANDARD,Saint Paul,MN,Ramsey County,America/Chicago
55117,STANDARD,Saint Paul,MN,Ramsey County,America/Chicago
55119,STANDARD,Saint Paul,MN,Ramsey County,America/Chicago
55126,STANDARD,Saint Paul,MN,Ramsey County,America/Chicago
55127,STANDARD,Saint Paul,MN,Ramsey County,America/Chicago
55130,STANDARD,Saint Paul,MN,Ramsey County,America/Chicago
58301,STANDARD,Devils Lake,ND,Ramsey County,America/Chicago
58321,STANDARD,Brocket,ND,Ramsey County,America/Chicago
58325,STANDARD,Churchs Ferry,ND,Ramsey County,America/Chicago
58327,STANDARD,Crary,ND,Ramsey County,America/Chicago
58330,STANDARD,Edmore,ND,Ramsey County,America/Chicago
58338,STANDARD,Hampden,ND,Ramsey County,America/Chicago
58345,STANDARD,Lawton,ND,Ramsey County,America/Chicago
58362,STANDARD,Penn,ND,Ramsey County,America/Chicago
58377,STANDARD,Starkweather,ND,Ramsey County,America/Chicago
58382,STANDARD,Webster,ND,Ramsey County,America/Chicago
55133,UNIQUE,Saint Paul,MN,Ramsey County,America/Chicago
55144,UNIQUE,Saint Paul,MN,Ramsey County,America/Chicago
55145,UNIQUE,Saint Paul,MN,Ramsey County,America/Chicago
55146,UNIQUE,Saint Paul,MN,Ramsey County,America/Chicago
55155,UNIQUE,Saint Paul,MN,Ramsey County,America/Chicago
55161,UNIQUE,Saint Paul,MN,Ramsey County,America/Chicago
55168,UNIQUE,Saint Paul,MN,Ramsey County,America/Chicago
55169,UNIQUE,Saint Paul,MN,Ramsey County,America/Chicago
55170,UNIQUE,Saint Paul,MN,Ramsey County,America/Chicago
55171,UNIQUE,Saint Paul,MN,Ramsey County,America/Chicago
55177,UNIQUE,Saint Paul,MN,Ramsey County,America/Chicago
55187,UNIQUE,Saint Paul,MN,Ramsey County,America/Chicago
55188,UNIQUE,Saint Paul,MN,Ramsey County,America/Chicago
55191,UNIQUE,Saint Paul,MN,Ramsey County,America/Chicago
79015,STANDARD,Canyon,TX,Randall County,America/Chicago
79109,STANDARD,Amarillo,TX,Randall County,America/Chicago
79110,STANDARD,Amarillo,TX,Randall County,America/Chicago
79118,STANDARD,Amarillo,TX,Randall County,America/Chicago
79119,STANDARD,Amarillo,TX,Randall County,America/Chicago
79121,STANDARD,Amarillo,TX,Randall County,America/Chicago
79016,UNIQUE,Canyon,TX,Randall County,America/Chicago
26224,STANDARD,Helvetia,WV,Randolph County,America/New_York
26230,STANDARD,Pickens,WV,Randolph County,America/New_York
26241,STANDARD,Elkins,WV,Randolph County,America/New_York
26253,STANDARD,Beverly,WV,Randolph County,America/New_York
26254,STANDARD,Bowden,WV,Randolph County,America/New_York
26257,STANDARD,Coalton,WV,Randolph County,America/New_York
26263,STANDARD,Dryfork,WV,Randolph County,America/New_York
26267,STANDARD,Ellamore,WV,Randolph County,America/New_York
26268,STANDARD,Glady,WV,Randolph County,America/New_York
26270,STANDARD,Harman,WV,Randolph County,America/New_York
26273,STANDARD,Huttonsville,WV,Randolph County,America/New_York
26276,STANDARD,Kerens,WV,Randolph County,America/New_York
26278,STANDARD,Mabie,WV,Randolph County,America/New_York
26280,STANDARD,Mill Creek,WV,Randolph County,America/New_York
26282,STANDARD,Monterville,WV,Randolph County,America/New_York
26283,STANDARD,Montrose,WV,Randolph County,America/New_York
26293,STANDARD,Valley Bend,WV,Randolph County,America/New_York
26294,STANDARD,Valley Head,WV,Randolph County,America/New_York
27203,STANDARD,Asheboro,NC,Randolph County,America/New_York
27205,STANDARD,Asheboro,NC,Randolph County,America/New_York
27233,STANDARD,Climax,NC,Randolph County,America/New_York
27248,STANDARD,Franklinville,NC,Randolph County,America/New_York
27263,STANDARD,High Point,NC,Randolph County,America/New_York
27298,STANDARD,Liberty,NC,Randolph County,America/New_York
27316,STANDARD,Ramseur,NC,Randolph County,America/New_York
27317,STANDARD,Randleman,NC,Randolph County,America/New_York
27341,STANDARD,Seagrove,NC,Randolph County,America/New_York
27350,STANDARD,Sophia,NC,Randolph County,America/New_York
27355,STANDARD,Staley,NC,Randolph County,America/New_York
27370,STANDARD,Trinity,NC,Randolph County,America/New_York
36263,STANDARD,Graham,AL,Randolph County,America/Chicago
36274,STANDARD,Roanoke,AL,Randolph County,America/Chicago
36276,STANDARD,Wadley,AL,Randolph County,America/Chicago
36278,STANDARD,Wedowee,AL,Randolph County,America/Chicago
36280,STANDARD,Woodland,AL,Randolph County,America/Chicago
39836,STANDARD,Coleman,GA,Randolph County,America/New_York
39840,STANDARD,Cuthbert,GA,Randolph County,America/New_York
39886,STANDARD,Shellman,GA,Randolph County,America/New_York
47340,STANDARD,Farmland,IN,Randolph County,America/Indiana/Indianapolis
47354,STANDARD,Losantville,IN,Randolph County,America/Indiana/Indianapolis
47355,STANDARD,Lynn,IN,Randolph County,America/Indiana/Indianapolis
47358,STANDARD,Modoc,IN,Randolph County,America/Indiana/Indianapolis
47368,STANDARD,Parker City,IN,Randolph County,America/Indiana/Indianapolis
47380,STANDARD,Ridgeville,IN,Randolph County,America/Indiana/Indianapolis
47390,STANDARD,Union City,IN,Randolph County,America/Indiana/Indianapolis
47394,STANDARD,Winchester,IN,Randolph County,America/Indiana/Indianapolis
62217,STANDARD,Baldwin,IL,Randolph County,America/Chicago
62233,STANDARD,Chester,IL,Randolph County,America/Chicago
62237,STANDARD,Coulterville,IL,Randolph County,America/Chicago
62241,STANDARD,Ellis Grove,IL,Randolph County,America/Chicago
62242,STANDARD,Evansville,IL,Randolph County,America/Chicago
62261,STANDARD,Modoc,IL,Randolph County,America/Chicago
62272,STANDARD,Percy,IL,Randolph County,America/Chicago
62277,STANDARD,Prairie Du Rocher,IL,Randolph County,America/Chicago
62278,STANDARD,Red Bud,IL,Randolph County,America/Chicago
62280,STANDARD,Rockwood,IL,Randolph County,America/Chicago
62286,STANDARD,Sparta,IL,Randolph County,America/Chicago
62288,STANDARD,Steeleville,IL,Randolph County,America/Chicago
62297,STANDARD,Walsh,IL,Randolph County,America/Chicago
65239,STANDARD,Cairo,MO,Randolph County,America/Chicago
65243,STANDARD,Clark,MO,Randolph County,America/Chicago
65244,STANDARD,Clifton Hill,MO,Randolph County,America/Chicago
65257,STANDARD,Higbee,MO,Randolph County,America/Chicago
65259,STANDARD,Huntsville,MO,Randolph County,America/Chicago
65260,STANDARD,Jacksonville,MO,Randolph County,America/Chicago
65270,STANDARD,Moberly,MO,Randolph County,America/Chicago
72413,STANDARD,Biggers,AR,Randolph County,America/Chicago
72444,STANDARD,Maynard,AR,Randolph County,America/Chicago
72455,STANDARD,Pocahontas,AR,Randolph County,America/Chicago
72460,STANDARD,Ravenden Springs,AR,Randolph County,America/Chicago
72478,STANDARD,Warm Springs,AR,Randolph County,America/Chicago
39042,STANDARD,Brandon,MS,Rankin County,America/Chicago
39047,STANDARD,Brandon,MS,Rankin County,America/Chicago
39073,STANDARD,Florence,MS,Rankin County,America/Chicago
39145,STANDARD,Pelahatchie,MS,Rankin County,America/Chicago
39208,STANDARD,Pearl,MS,Rankin County,America/Chicago
39218,STANDARD,Richland,MS,Rankin County,America/Chicago
39232,STANDARD,Flowood,MS,Rankin County,America/Chicago
58027,STANDARD,Enderlin,ND,Ransom County,America/Chicago
58033,STANDARD,Fort Ransom,ND,Ransom County,America/Chicago
58054,STANDARD,Lisbon,ND,Ransom County,America/Chicago
58068,STANDARD,Sheldon,ND,Ransom County,America/Chicago
71301,STANDARD,Alexandria,LA,Rapides Parish,America/Chicago
71302,STANDARD,Alexandria,LA,Rapides Parish,America/Chicago
71303,STANDARD,Alexandria,LA,Rapides Parish,America/Chicago
71325,STANDARD,Cheneyville,LA,Rapides Parish,America/Chicago
71328,STANDARD,Deville,LA,Rapides Parish,America/Chicago
71346,STANDARD,Lecompte,LA,Rapides Parish,America/Chicago
71360,STANDARD,Pineville,LA,Rapides Parish,America/Chicago
71405,STANDARD,Ball,LA,Rapides Parish,America/Chicago
71409,STANDARD,Boyce,LA,Rapides Parish,America/Chicago
71424,STANDARD,Elmer,LA,Rapides Parish,America/Chicago
71427,STANDARD,Flatwoods,LA,Rapides Parish,America/Chicago
71430,STANDARD,Forest Hill,LA,Rapides Parish,America/Chicago
71433,STANDARD,Glenmora,LA,Rapides Parish,America/Chicago
71438,STANDARD,Hineston,LA,Rapides Parish,America/Chicago
71447,STANDARD,Lena,LA,Rapides Parish,America/Chicago
71455,STANDARD,Mora,LA,Rapides Parish,America/Chicago
71466,STANDARD,Otis,LA,Rapides Parish,America/Chicago
71472,STANDARD,Sieper,LA,Rapides Parish,America/Chicago
71485,STANDARD,Woodworth,LA,Rapides Parish,America/Chicago
71359,UNIQUE,Pineville,LA,Rapides Parish,America/Chicago
22627,STANDARD,Flint Hill,VA,Rappahannock County,America/New_York
22640,STANDARD,Huntly,VA,Rappahannock County,America/New_York
22716,STANDARD,Castleton,VA,Rappahannock County,America/New_York
22740,STANDARD,Sperryville,VA,Rappahannock County,America/New_York
22746,STANDARD,Viewtown,VA,Rappahannock County,America/New_York
22747,STANDARD,Washington,VA,Rappahannock County,America/New_York
22749,STANDARD,Woodville,VA,Rappahannock County,America/New_York
59827,STANDARD,Conner,MT,Ravalli County,America/Denver
59828,STANDARD,Corvallis,MT,Ravalli County,America/Denver
59829,STANDARD,Darby,MT,Ravalli County,America/Denver
59833,STANDARD,Florence,MT,Ravalli County,America/Denver
59840,STANDARD,Hamilton,MT,Ravalli County,America/Denver
59870,STANDARD,Stevensville,MT,Ravalli County,America/Denver
59871,STANDARD,Sula,MT,Ravalli County,America/Denver
59875,STANDARD,Victor,MT,Ravalli County,America/Denver
67730,STANDARD,Atwood,KS,Rawlins County,America/Chicago
67739,STANDARD,Herndon,KS,Rawlins County,America/Chicago
67744,STANDARD,Ludell,KS,Rawlins County,America/Chicago
67745,STANDARD,Mc Donald,KS,Rawlins County,America/Chicago
64017,STANDARD,Camden,MO,Ray County,America/Chicago
64035,STANDARD,Hardin,MO,Ray County,America/Chicago
64036,STANDARD,Henrietta,MO,Ray County,America/Chicago
64062,STANDARD,Lawson,MO,Ray County,America/Chicago
64077,STANDARD,Orrick,MO,Ray County,America/Chicago
64084,STANDARD,Rayville,MO,Ray County,America/Chicago
64085,STANDARD,Richmond,MO,Ray County,America/Chicago
76932,STANDARD,Big Lake,TX,Reagan County,America/Chicago
78833,STANDARD,Camp Wood,TX,Real County,America/Chicago
78873,STANDARD,Leakey,TX,Real County,America/Chicago
78879,STANDARD,Rio Frio,TX,Real County,America/Chicago
56715,STANDARD,Brooks,MN,Red Lake County,America/Chicago
56742,STANDARD,Oklee,MN,Red Lake County,America/Chicago
56748,STANDARD,Plummer,MN,Red Lake County,America/Chicago
56750,STANDARD,Red Lake Falls,MN,Red Lake County,America/Chicago
75412,STANDARD,Bagwell,TX,Red River County,America/Chicago
75417,STANDARD,Bogata,TX,Red River County,America/Chicago
75426,STANDARD,Clarksville,TX,Red River County,America/Chicago
75436,STANDARD,Detroit,TX,Red River County,America/Chicago
75550,STANDARD,Annona,TX,Red River County,America/Chicago
75554,STANDARD,Avery,TX,Red River County,America/Chicago
71019,STANDARD,Coushatta,LA,Red River Parish,America/Chicago
71034,STANDARD,Hall Summit,LA,Red River Parish,America/Chicago
69001,STANDARD,Mc Cook,NE,Red Willow County,America/Chicago
69020,STANDARD,Bartley,NE,Red Willow County,America/Chicago
69026,STANDARD,Danbury,NE,Red Willow County,America/Chicago
69034,STANDARD,Indianola,NE,Red Willow County,America/Chicago
69036,STANDARD,Lebanon,NE,Red Willow County,America/Chicago
56083,STANDARD,Sanborn,MN,Redwood County,America/Chicago
56152,STANDARD,Lamberton,MN,Redwood County,America/Chicago
56166,STANDARD,Revere,MN,Redwood County,America/Chicago
56180,STANDARD,Walnut Grove,MN,Redwood County,America/Chicago
56214,STANDARD,Belview,MN,Redwood County,America/Chicago
56224,STANDARD,Clements,MN,Redwood County,America/Chicago
56255,STANDARD,Lucan,MN,Redwood County,America/Chicago
56263,STANDARD,Milroy,MN,Redwood County,America/Chicago
56266,STANDARD,Morgan,MN,Redwood County,America/Chicago
56283,STANDARD,Redwood Falls,MN,Redwood County,America/Chicago
56287,STANDARD,Seaforth,MN,Redwood County,America/Chicago
56292,STANDARD,Vesta,MN,Redwood County,America/Chicago
56293,STANDARD,Wabasso,MN,Redwood County,America/Chicago
79718,STANDARD,Balmorhea,TX,Reeves County,America/Chicago
79772,STANDARD,Pecos,TX,Reeves County,America/Chicago
77990,STANDARD,Tivoli,TX,Refugio County,America/Chicago
78340,STANDARD,Bayside,TX,Refugio County,America/Chicago
78377,STANDARD,Refugio,TX,Refugio County,America/Chicago
78393,STANDARD,Woodsboro,TX,Refugio County,America/Chicago
67501,STANDARD,Hutchinson,KS,Reno County,America/Chicago
67502,STANDARD,Hutchinson,KS,Reno County,America/Chicago
67505,STANDARD,South Hutchinson,KS,Reno County,America/Chicago
67510,STANDARD,Abbyville,KS,Reno County,America/Chicago
67514,STANDARD,Arlington,KS,Reno County,America/Chicago
67522,STANDARD,Buhler,KS,Reno County,America/Chicago
67543,STANDARD,Haven,KS,Reno County,America/Chicago
67561,STANDARD,Nickerson,KS,Reno County,America/Chicago
67566,STANDARD,Partridge,KS,Reno County,America/Chicago
67568,STANDARD,Plevna,KS,Reno County,America/Chicago
67570,STANDARD,Pretty Prairie,KS,Reno County,America/Chicago
67581,STANDARD,Sylvia,KS,Reno County,America/Chicago
